identifiant;horodate;pluie_mm
3;2022-04-09 09:00:00+02:00;0,1
3;2022-04-09 09:18:00+02:00;0,1
3;2022-04-09 09:24:00+02:00;0,1
3;2022-04-09 09:30:00+02:00;0,1
3;2022-04-09 09:36:00+02:00;0,1
3;2022-04-09 09:42:00+02:00;0,1
3;2022-04-09 09:54:00+02:00;0,1
3;2022-04-09 10:54:00+02:00;0,0
3;2022-04-09 14:18:00+02:00;0,1
3;2022-04-09 15:18:00+02:00;0,0
3;2022-04-09 20:12:00+02:00;0,1
3;2022-04-09 20:18:00+02:00;0,2
3;2022-04-09 21:18:00+02:00;0,0
3;2022-04-23 17:18:00+02:00;0,1
3;2022-04-23 17:42:00+02:00;0,5
3;2022-04-23 17:48:00+02:00;0,6
3;2022-04-23 17:54:00+02:00;0,5
3;2022-04-23 18:00:00+02:00;0,4
3;2022-04-23 18:06:00+02:00;0,4
3;2022-04-23 18:12:00+02:00;0,2
3;2022-04-23 18:18:00+02:00;0,5
3;2022-04-23 18:24:00+02:00;0,6
3;2022-04-23 18:30:00+02:00;0,2
3;2022-04-23 18:36:00+02:00;0,4
3;2022-04-23 18:42:00+02:00;0,2
3;2022-04-23 18:54:00+02:00;0,4
3;2022-04-23 19:00:00+02:00;0,1
3;2022-04-23 19:30:00+02:00;0,1
3;2022-04-23 20:00:00+02:00;0,1
3;2022-04-23 21:00:00+02:00;0,0
3;2022-04-24 20:12:00+02:00;0,2
3;2022-04-24 20:18:00+02:00;0,2
3;2022-04-24 20:24:00+02:00;0,1
3;2022-04-24 20:30:00+02:00;0,1
3;2022-04-24 20:42:00+02:00;0,2
3;2022-04-24 20:48:00+02:00;0,1
3;2022-04-24 21:00:00+02:00;0,1
3;2022-04-24 21:18:00+02:00;0,2
3;2022-04-24 21:24:00+02:00;0,2
3;2022-04-24 21:30:00+02:00;0,3
3;2022-04-24 21:36:00+02:00;0,4
3;2022-04-24 21:42:00+02:00;0,4
3;2022-04-24 21:48:00+02:00;0,1
3;2022-04-24 21:54:00+02:00;0,1
3;2022-04-24 22:06:00+02:00;0,1
3;2022-04-24 22:12:00+02:00;0,2
3;2022-04-24 22:18:00+02:00;0,2
3;2022-04-24 22:24:00+02:00;0,2
3;2022-04-24 22:36:00+02:00;0,1
3;2022-04-24 23:00:00+02:00;0,1
3;2022-04-25 00:00:00+02:00;0,0
3;2022-04-25 00:06:00+02:00;0,2
3;2022-04-25 00:12:00+02:00;0,1
