channel_id;channel_provider_id;mobility_type;time_step;last_updated_at;started_at
101043598;101043598;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
353303359;353303359;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
105048989;105048989;BIKE;3600;2023-09-25 22:00:00+00:00;2012-12-31 23:00:00+00:00
101031122;101031122;BIKE;3600;2022-08-18 22:00:00+00:00;2012-12-31 23:00:00+00:00
101031128;101031128;BIKE;900;2024-09-22 22:00:00+00:00;2012-12-31 23:00:00+00:00
102031128;102031128;BIKE;900;2024-09-22 22:00:00+00:00;2012-12-31 23:00:00+00:00
353243334;353243334;BIKE;900;2024-09-22 22:00:00+00:00;2012-12-31 23:00:00+00:00
353399196;353399196;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
353399199;353399199;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
353399202;353399202;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
104031124;104031124;BIKE;900;2024-09-22 22:00:00+00:00;2012-12-31 23:00:00+00:00
101031125;101031125;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
353399187;353399187;BIKE;900;2025-12-17 22:15:00+00:00;2012-12-31 23:00:00+00:00
101031126;101031126;BIKE;3600;2023-09-24 22:00:00+00:00;2012-12-31 23:00:00+00:00
102031126;102031126;BIKE;3600;2023-09-24 22:00:00+00:00;2012-12-31 23:00:00+00:00
105062853;105062853;BIKE;3600;2025-12-17 23:00:00+00:00;2008-07-09 22:00:00+00:00
353245798;353245798;BIKE;3600;2025-12-04 01:00:00+00:00;2012-12-31 23:00:00+00:00
102030265;102030265;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
101030267;101030267;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
102030267;102030267;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
102030269;102030269;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
353399227;353399227;BIKE;3600;2023-09-28 22:00:00+00:00;2014-06-25 13:00:00+00:00
101030322;101030322;BIKE;3600;2023-09-15 09:00:00+00:00;2012-12-31 23:00:00+00:00
102030322;102030322;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
353302086;353302086;BIKE;3600;2023-09-18 22:00:00+00:00;2021-08-30 22:00:00+00:00
353302092;353302092;BIKE;3600;2023-09-18 22:00:00+00:00;2021-08-30 22:00:00+00:00
104030635;104030635;BIKE;3600;2025-12-17 23:00:00+00:00;2012-12-31 23:00:00+00:00
101031121;101031121;BIKE;3600;2025-10-09 03:00:00+00:00;2018-12-31 23:00:00+00:00
102031121;102031121;BIKE;3600;2025-10-09 03:00:00+00:00;2018-12-31 23:00:00+00:00
101031124;101031124;BIKE;900;2024-09-22 22:00:00+00:00;2012-12-31 23:00:00+00:00
101030252;101030252;BIKE;900;2023-10-23 21:15:00+00:00;2012-12-31 23:00:00+00:00
101030255;101030255;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
102030255;102030255;BIKE;3600;2023-10-23 22:00:00+00:00;2012-12-31 23:00:00+00:00
