deveui;horodate;degre_celsius
70b3d580a01006cf;27/04/2022 16:41;19,0625
70b3d580a0100656;27/04/2022 16:38;18,8125
70b3d580a0100550;27/04/2022 16:35;20,4375
70b3d580a0100742;27/04/2022 16:34;18,8125
70b3d580a01005fa;27/04/2022 16:33;18,875
70b3d580a0100600;27/04/2022 16:31;19,5625
70b3d580a0100549;27/04/2022 16:31;18,8125
70b3d580a010054c;27/04/2022 16:30;19,0625
70b3d580a0100605;27/04/2022 16:29;19,875
70b3d580a0100647;27/04/2022 16:28;19,9375
70b3d580a0100648;27/04/2022 16:26;19,3125
70b3d580a0100623;27/04/2022 16:22;20
70b3d580a0100654;27/04/2022 16:21;20
70b3d580a0100657;27/04/2022 16:17;19,5
70b3d580a01007a5;27/04/2022 16:14;19,0625
70b3d580a0100543;27/04/2022 16:12;18,5625
70b3d580a01006cf;27/04/2022 16:11;18,75
70b3d580a0100656;27/04/2022 16:08;18,6875
70b3d580a0100550;27/04/2022 16:05;20,0625
70b3d580a0100742;27/04/2022 16:04;18,5625
70b3d580a01005fa;27/04/2022 16:03;18,6875
70b3d580a0100600;27/04/2022 16:01;19,625
70b3d580a0100549;27/04/2022 16:01;18,625
70b3d580a010054c;27/04/2022 16:00;18,875
70b3d580a0100605;27/04/2022 15:59;19,5625
70b3d580a0100647;27/04/2022 15:58;19,9375
70b3d580a0100648;27/04/2022 15:56;19,0625
70b3d580a0100623;27/04/2022 15:52;19,875
70b3d580a0100654;27/04/2022 15:51;19,8125
70b3d580a0100657;27/04/2022 15:47;19,25
70b3d580a0100652;27/04/2022 15:45;17,75
70b3d580a01007a5;27/04/2022 15:44;18,6875
70b3d580a0100543;27/04/2022 15:42;18,3125
70b3d580a01006cf;27/04/2022 15:41;18,5
70b3d580a0100656;27/04/2022 15:38;18,125
70b3d580a0100550;27/04/2022 15:35;19,6875
70b3d580a0100742;27/04/2022 15:34;18
70b3d580a01005fa;27/04/2022 15:33;18,4375
70b3d580a0100600;27/04/2022 15:31;19,0625
70b3d580a0100549;27/04/2022 15:31;18,1875
70b3d580a010054c;27/04/2022 15:30;19,0625
70b3d580a0100605;27/04/2022 15:29;19,125
70b3d580a0100647;27/04/2022 15:28;19,4375
70b3d580a0100648;27/04/2022 15:26;18,4375
70b3d580a0100623;27/04/2022 15:22;19,5625
70b3d580a0100654;27/04/2022 15:21;19,0625
70b3d580a0100657;27/04/2022 15:17;19
70b3d580a0100652;27/04/2022 15:15;17,4375
70b3d580a01007a5;27/04/2022 15:14;18,4375
70b3d580a0100543;27/04/2022 15:12;17,8125
70b3d580a01006cf;27/04/2022 15:11;18,75
70b3d580a0100656;27/04/2022 15:08;17,9375
70b3d580a0100550;27/04/2022 15:05;19,125
70b3d580a0100742;27/04/2022 15:04;17,625
70b3d580a01005fa;27/04/2022 15:03;18,1875
70b3d580a0100600;27/04/2022 15:01;18,625
70b3d580a0100600;27/04/2022 15:01;18,625
70b3d580a0100549;27/04/2022 15:01;17,8125
70b3d580a010054c;27/04/2022 15:00;18,5
70b3d580a0100605;27/04/2022 14:59;18,8125
70b3d580a0100605;27/04/2022 14:59;18,8125
70b3d580a0100647;27/04/2022 14:58;18,75
70b3d580a0100648;27/04/2022 14:56;18
70b3d580a0100623;27/04/2022 14:52;18,875
70b3d580a0100654;27/04/2022 14:51;19
70b3d580a0100657;27/04/2022 14:47;18,625
70b3d580a01007a5;27/04/2022 14:44;18
70b3d580a0100543;27/04/2022 14:42;17,875
70b3d580a01006cf;27/04/2022 14:41;18,25
70b3d580a0100656;27/04/2022 14:38;17,4375
70b3d580a0100550;27/04/2022 14:35;18,75
70b3d580a0100742;27/04/2022 14:34;17,0625
70b3d580a01005fa;27/04/2022 14:33;17,75
70b3d580a0100600;27/04/2022 14:31;18,4375
70b3d580a0100600;27/04/2022 14:31;18,4375
70b3d580a0100549;27/04/2022 14:31;17,5
70b3d580a010054c;27/04/2022 14:30;18,1875
70b3d580a0100605;27/04/2022 14:29;18,125
70b3d580a0100605;27/04/2022 14:29;18,125
70b3d580a0100647;27/04/2022 14:28;18,25
70b3d580a0100648;27/04/2022 14:26;17,6875
70b3d580a0100623;27/04/2022 14:22;18,1875
70b3d580a0100654;27/04/2022 14:21;18,4375
70b3d580a0100657;27/04/2022 14:17;18,375
70b3d580a0100652;27/04/2022 14:15;16,6875
70b3d580a01007a5;27/04/2022 14:14;17,1875
70b3d580a0100543;27/04/2022 14:12;17,5
70b3d580a01006cf;27/04/2022 14:11;18,0625
70b3d580a0100656;27/04/2022 14:08;17,125
70b3d580a0100550;27/04/2022 14:05;18
70b3d580a0100742;27/04/2022 14:04;16,625
70b3d580a01005fa;27/04/2022 14:03;17,3125
70b3d580a0100600;27/04/2022 14:01;17,6875
70b3d580a0100600;27/04/2022 14:01;17,6875
70b3d580a0100549;27/04/2022 14:01;17
70b3d580a010054c;27/04/2022 14:00;17,6875
70b3d580a010054c;27/04/2022 14:00;17,6875
70b3d580a0100605;27/04/2022 13:59;17,8125
70b3d580a0100605;27/04/2022 13:59;17,8125
70b3d580a0100647;27/04/2022 13:58;17,625
70b3d580a0100648;27/04/2022 13:56;17,25
70b3d580a0100623;27/04/2022 13:52;17,5625
70b3d580a0100654;27/04/2022 13:51;17,875
70b3d580a0100657;27/04/2022 13:47;17,9375
70b3d580a0100652;27/04/2022 13:45;16,3125
70b3d580a01007a5;27/04/2022 13:44;17
70b3d580a0100543;27/04/2022 13:42;17
70b3d580a01006cf;27/04/2022 13:41;17,1875
70b3d580a0100656;27/04/2022 13:38;16,375
70b3d580a0100550;27/04/2022 13:35;17,25
70b3d580a0100742;27/04/2022 13:34;16,3125
70b3d580a01005fa;27/04/2022 13:33;16,4375
70b3d580a0100600;27/04/2022 13:31;16,875
70b3d580a0100600;27/04/2022 13:31;16,875
70b3d580a0100549;27/04/2022 13:31;16,5
70b3d580a0100549;27/04/2022 13:31;16,5
70b3d580a010054c;27/04/2022 13:30;16,9375
70b3d580a010054c;27/04/2022 13:30;16,9375
70b3d580a0100605;27/04/2022 13:29;16,8125
70b3d580a0100605;27/04/2022 13:29;16,8125
70b3d580a0100647;27/04/2022 13:28;16,8125
70b3d580a0100648;27/04/2022 13:26;16,6875
70b3d580a0100623;27/04/2022 13:22;16,75
70b3d580a0100654;27/04/2022 13:21;17,1875
70b3d580a0100657;27/04/2022 13:17;17,375
70b3d580a0100652;27/04/2022 13:15;15,75
70b3d580a01007a5;27/04/2022 13:14;16,1875
70b3d580a0100543;27/04/2022 13:12;16,5
70b3d580a01006cf;27/04/2022 13:11;16,25
70b3d580a0100656;27/04/2022 13:08;15,9375
70b3d580a0100550;27/04/2022 13:05;16,75
70b3d580a0100742;27/04/2022 13:04;15
70b3d580a01005fa;27/04/2022 13:03;15,875
70b3d580a0100600;27/04/2022 13:01;16,4375
70b3d580a0100600;27/04/2022 13:01;16,4375
70b3d580a0100549;27/04/2022 13:01;15,8125
70b3d580a0100549;27/04/2022 13:01;15,8125
70b3d580a010054c;27/04/2022 13:00;16,4375
70b3d580a010054c;27/04/2022 13:00;16,4375
70b3d580a0100605;27/04/2022 12:59;16,4375
70b3d580a0100605;27/04/2022 12:59;16,4375
70b3d580a0100647;27/04/2022 12:58;16,625
70b3d580a0100648;27/04/2022 12:56;15,75
70b3d580a0100623;27/04/2022 12:52;16,3125
70b3d580a0100654;27/04/2022 12:51;16,75
70b3d580a0100657;27/04/2022 12:47;16,8125
70b3d580a0100652;27/04/2022 12:45;15,125
70b3d580a01007a5;27/04/2022 12:44;15,875
70b3d580a0100543;27/04/2022 12:42;15,9375
70b3d580a01006cf;27/04/2022 12:41;16,25
70b3d580a0100656;27/04/2022 12:38;15,3125
70b3d580a0100550;27/04/2022 12:35;16,0625
70b3d580a0100742;27/04/2022 12:34;14,9375
70b3d580a01005fa;27/04/2022 12:33;15,375
70b3d580a0100600;27/04/2022 12:31;15,75
70b3d580a0100600;27/04/2022 12:31;15,75
70b3d580a0100549;27/04/2022 12:31;15,25
70b3d580a0100549;27/04/2022 12:31;15,25
70b3d580a010054c;27/04/2022 12:30;15,8125
70b3d580a010054c;27/04/2022 12:30;15,8125
70b3d580a0100605;27/04/2022 12:29;15,875
70b3d580a0100647;27/04/2022 12:28;15,6875
70b3d580a0100648;27/04/2022 12:26;15
70b3d580a0100623;27/04/2022 12:22;15,5
70b3d580a0100654;27/04/2022 12:21;15,8125
70b3d580a0100657;27/04/2022 12:17;16,375
70b3d580a0100652;27/04/2022 12:15;14,1875
70b3d580a01007a5;27/04/2022 12:14;15,125
70b3d580a0100543;27/04/2022 12:12;15,3125
70b3d580a01006cf;27/04/2022 12:11;15,25
70b3d580a0100656;27/04/2022 12:08;15,125
70b3d580a0100550;27/04/2022 12:05;15,3125
70b3d580a01005fa;27/04/2022 12:03;14,5
70b3d580a0100600;27/04/2022 12:01;15,1875
70b3d580a0100600;27/04/2022 12:01;15,1875
70b3d580a0100549;27/04/2022 12:01;14,4375
70b3d580a0100549;27/04/2022 12:01;14,4375
70b3d580a010054c;27/04/2022 12:00;14,875
70b3d580a010054c;27/04/2022 12:00;14,875
70b3d580a0100605;27/04/2022 11:59;15,125
70b3d580a0100647;27/04/2022 11:58;14,75
70b3d580a0100648;27/04/2022 11:56;14,125
70b3d580a0100623;27/04/2022 11:52;14,5
70b3d580a0100654;27/04/2022 11:51;15,3125
70b3d580a0100657;27/04/2022 11:47;15,625
70b3d580a0100652;27/04/2022 11:45;13,625
70b3d580a01007a5;27/04/2022 11:44;14,3125
70b3d580a0100543;27/04/2022 11:42;14,6875
70b3d580a01006cf;27/04/2022 11:41;14,375
70b3d580a0100656;27/04/2022 11:38;14
70b3d580a0100550;27/04/2022 11:35;14,6875
70b3d580a0100742;27/04/2022 11:34;13,1875
70b3d580a01005fa;27/04/2022 11:33;13,6875
70b3d580a0100600;27/04/2022 11:31;14,3125
70b3d580a0100600;27/04/2022 11:31;14,3125
70b3d580a0100549;27/04/2022 11:31;13,875
70b3d580a0100549;27/04/2022 11:31;13,875
70b3d580a010054c;27/04/2022 11:30;14,1875
70b3d580a010054c;27/04/2022 11:30;14,1875
70b3d580a0100605;27/04/2022 11:29;14,3125
70b3d580a0100647;27/04/2022 11:28;14,3125
70b3d580a0100623;27/04/2022 11:22;13,9375
70b3d580a0100654;27/04/2022 11:21;14,5625
70b3d580a0100657;27/04/2022 11:17;15,0625
70b3d580a0100652;27/04/2022 11:15;13,0625
70b3d580a01007a5;27/04/2022 11:14;13,6875
70b3d580a0100543;27/04/2022 11:12;13,6875
70b3d580a01006cf;27/04/2022 11:11;13,375
70b3d580a0100656;27/04/2022 11:08;13,5
70b3d580a0100550;27/04/2022 11:05;13,8125
70b3d580a0100742;27/04/2022 11:04;12,4375
70b3d580a01005fa;27/04/2022 11:03;12,8125
70b3d580a0100600;27/04/2022 11:01;13,375
70b3d580a0100549;27/04/2022 11:01;12,625
70b3d580a0100549;27/04/2022 11:01;12,625
70b3d580a010054c;27/04/2022 11:00;13,1875
70b3d580a010054c;27/04/2022 11:00;13,1875
70b3d580a0100605;27/04/2022 10:59;13,875
70b3d580a0100647;27/04/2022 10:58;13,4375
70b3d580a0100648;27/04/2022 10:56;12,3125
70b3d580a0100623;27/04/2022 10:52;12,875
70b3d580a0100654;27/04/2022 10:51;13,5625
70b3d580a0100657;27/04/2022 10:47;14,125
70b3d580a01007a5;27/04/2022 10:44;12,8125
70b3d580a0100543;27/04/2022 10:42;13,0625
70b3d580a01006cf;27/04/2022 10:41;12,3125
70b3d580a0100656;27/04/2022 10:38;13
70b3d580a0100550;27/04/2022 10:35;13,0625
70b3d580a0100742;27/04/2022 10:34;11,3125
70b3d580a01005fa;27/04/2022 10:33;11,75
70b3d580a01005fa;27/04/2022 10:33;11,75
70b3d580a0100600;27/04/2022 10:31;12,4375
70b3d580a0100549;27/04/2022 10:31;11,75
70b3d580a0100549;27/04/2022 10:31;11,75
70b3d580a010054c;27/04/2022 10:30;12,0625
70b3d580a010054c;27/04/2022 10:30;12,0625
70b3d580a0100605;27/04/2022 10:29;12,75
70b3d580a0100647;27/04/2022 10:28;12,375
70b3d580a0100648;27/04/2022 10:26;11,5
70b3d580a0100654;27/04/2022 10:21;12,6875
70b3d580a0100657;27/04/2022 10:17;13,125
70b3d580a0100652;27/04/2022 10:15;11,5
70b3d580a01007a5;27/04/2022 10:14;12
70b3d580a0100543;27/04/2022 10:12;12
70b3d580a01006cf;27/04/2022 10:11;11,375
70b3d580a0100656;27/04/2022 10:08;12,8125
70b3d580a0100550;27/04/2022 10:05;12,125
70b3d580a0100742;27/04/2022 10:04;10,5
70b3d580a01005fa;27/04/2022 10:03;10,875
70b3d580a01005fa;27/04/2022 10:03;10,875
70b3d580a0100600;27/04/2022 10:01;11,6875
70b3d580a0100549;27/04/2022 10:01;11
70b3d580a010054c;27/04/2022 10:00;11,1875
70b3d580a010054c;27/04/2022 10:00;11,1875
70b3d580a0100605;27/04/2022 09:59;11,8125
70b3d580a0100647;27/04/2022 09:58;12,125
70b3d580a0100648;27/04/2022 09:56;10,75
70b3d580a0100623;27/04/2022 09:52;11,375
70b3d580a0100654;27/04/2022 09:51;12,125
70b3d580a0100657;27/04/2022 09:47;12,3125
70b3d580a0100652;27/04/2022 09:45;10,5
70b3d580a01007a5;27/04/2022 09:44;10,875
70b3d580a0100543;27/04/2022 09:42;11,125
70b3d580a01006cf;27/04/2022 09:41;10,75
70b3d580a0100656;27/04/2022 09:38;11,625
70b3d580a0100550;27/04/2022 09:35;11,4375
70b3d580a0100742;27/04/2022 09:34;9,625
70b3d580a01005fa;27/04/2022 09:33;10,375
70b3d580a01005fa;27/04/2022 09:33;10,375
70b3d580a0100600;27/04/2022 09:31;11
70b3d580a0100549;27/04/2022 09:31;10,375
70b3d580a010054c;27/04/2022 09:30;10,25
70b3d580a0100605;27/04/2022 09:29;10,875
70b3d580a0100647;27/04/2022 09:28;11,375
70b3d580a0100648;27/04/2022 09:26;10,1875
70b3d580a0100623;27/04/2022 09:22;10,5625
70b3d580a0100654;27/04/2022 09:21;12,125
70b3d580a0100657;27/04/2022 09:17;11,1875
70b3d580a0100652;27/04/2022 09:15;10
70b3d580a01007a5;27/04/2022 09:14;9,9375
70b3d580a0100543;27/04/2022 09:12;10,25
70b3d580a01006cf;27/04/2022 09:11;10
70b3d580a0100656;27/04/2022 09:08;10,8125
70b3d580a0100550;27/04/2022 09:05;11,125
70b3d580a0100742;27/04/2022 09:04;9
70b3d580a01005fa;27/04/2022 09:03;9,9375
70b3d580a01005fa;27/04/2022 09:03;9,9375
70b3d580a0100600;27/04/2022 09:01;10,8125
70b3d580a0100549;27/04/2022 09:01;9,8125
70b3d580a010054c;27/04/2022 09:00;10
70b3d580a0100605;27/04/2022 08:59;10,25
70b3d580a0100647;27/04/2022 08:58;10,6875
70b3d580a0100648;27/04/2022 08:56;9,4375
70b3d580a0100623;27/04/2022 08:52;9,75
70b3d580a0100654;27/04/2022 08:51;12,1875
70b3d580a0100657;27/04/2022 08:47;9,875
70b3d580a0100652;27/04/2022 08:45;9,5
70b3d580a01007a5;27/04/2022 08:44;9,1875
70b3d580a0100543;27/04/2022 08:42;9,6875
70b3d580a01006cf;27/04/2022 08:41;9,375
70b3d580a0100656;27/04/2022 08:38;10,25
70b3d580a0100550;27/04/2022 08:35;10,4375
70b3d580a0100742;27/04/2022 08:34;8,1875
70b3d580a01005fa;27/04/2022 08:33;9,8125
70b3d580a01005fa;27/04/2022 08:33;9,8125
70b3d580a0100600;27/04/2022 08:31;10,4375
70b3d580a0100549;27/04/2022 08:31;9,75
70b3d580a010054c;27/04/2022 08:30;10,125
70b3d580a0100605;27/04/2022 08:29;10
70b3d580a0100647;27/04/2022 08:28;10,4375
70b3d580a0100648;27/04/2022 08:26;8,75
70b3d580a0100623;27/04/2022 08:22;9,0625
70b3d580a0100654;27/04/2022 08:21;11,6875
70b3d580a0100657;27/04/2022 08:17;8,5625
70b3d580a0100652;27/04/2022 08:15;9,25
70b3d580a01007a5;27/04/2022 08:14;7,9375
70b3d580a0100543;27/04/2022 08:12;9,5625
70b3d580a01006cf;27/04/2022 08:11;8,3125
70b3d580a0100656;27/04/2022 08:08;9,5
70b3d580a0100550;27/04/2022 08:05;9,875
70b3d580a0100550;27/04/2022 08:05;9,875
70b3d580a0100742;27/04/2022 08:04;6,0625
70b3d580a01005fa;27/04/2022 08:03;9,75
70b3d580a01005fa;27/04/2022 08:03;9,75
70b3d580a0100600;27/04/2022 08:01;10,4375
70b3d580a0100549;27/04/2022 08:01;9,5625
70b3d580a010054c;27/04/2022 08:00;10,1875
70b3d580a0100605;27/04/2022 07:59;9,625
70b3d580a0100647;27/04/2022 07:58;10,3125
70b3d580a0100648;27/04/2022 07:56;7,9375
70b3d580a0100623;27/04/2022 07:52;8,375
70b3d580a0100654;27/04/2022 07:51;11,375
70b3d580a0100657;27/04/2022 07:47;7,6875
70b3d580a0100652;27/04/2022 07:45;9,125
70b3d580a01007a5;27/04/2022 07:44;7,1875
70b3d580a0100543;27/04/2022 07:42;9,6875
70b3d580a01006cf;27/04/2022 07:41;7,1875
70b3d580a0100656;27/04/2022 07:38;9
70b3d580a0100550;27/04/2022 07:35;9,9375
70b3d580a0100550;27/04/2022 07:35;9,9375
70b3d580a0100742;27/04/2022 07:34;5,0625
70b3d580a01005fa;27/04/2022 07:33;10
70b3d580a01005fa;27/04/2022 07:33;10
70b3d580a0100600;27/04/2022 07:31;10,8125
70b3d580a0100549;27/04/2022 07:31;9,75
70b3d580a010054c;27/04/2022 07:30;10
70b3d580a0100605;27/04/2022 07:29;9,8125
70b3d580a0100647;27/04/2022 07:28;8,625
70b3d580a0100623;27/04/2022 07:22;8,125
70b3d580a0100654;27/04/2022 07:21;10,375
70b3d580a0100657;27/04/2022 07:17;6,8125
70b3d580a0100652;27/04/2022 07:15;8,875
70b3d580a01007a5;27/04/2022 07:14;7
70b3d580a0100543;27/04/2022 07:12;9,8125
70b3d580a01006cf;27/04/2022 07:11;7,125
70b3d580a0100656;27/04/2022 07:08;8,75
70b3d580a0100550;27/04/2022 07:05;10,0625
70b3d580a0100550;27/04/2022 07:05;10,0625
70b3d580a0100742;27/04/2022 07:04;5,25
70b3d580a01005fa;27/04/2022 07:03;10,0625
70b3d580a01005fa;27/04/2022 07:03;10,0625
70b3d580a0100600;27/04/2022 07:01;9,9375
70b3d580a0100549;27/04/2022 07:01;9,9375
70b3d580a010054c;27/04/2022 07:00;10,125
70b3d580a0100605;27/04/2022 06:59;9,875
70b3d580a0100647;27/04/2022 06:58;8,1875
70b3d580a0100648;27/04/2022 06:56;6,625
70b3d580a0100623;27/04/2022 06:52;8,125
70b3d580a0100654;27/04/2022 06:51;10,1875
70b3d580a0100657;27/04/2022 06:47;6,75
70b3d580a0100652;27/04/2022 06:45;8,0625
70b3d580a01007a5;27/04/2022 06:44;7,5
70b3d580a0100543;27/04/2022 06:42;9,9375
70b3d580a01006cf;27/04/2022 06:41;7,25
70b3d580a0100656;27/04/2022 06:38;8,5625
70b3d580a0100550;27/04/2022 06:35;10,1875
70b3d580a0100550;27/04/2022 06:35;10,1875
70b3d580a0100742;27/04/2022 06:34;6,125
70b3d580a01005fa;27/04/2022 06:33;10,1875
70b3d580a0100600;27/04/2022 06:31;10,0625
70b3d580a0100549;27/04/2022 06:31;10,125
70b3d580a010054c;27/04/2022 06:30;10,25
70b3d580a0100605;27/04/2022 06:29;10
70b3d580a0100647;27/04/2022 06:28;8,375
70b3d580a0100648;27/04/2022 06:26;7
70b3d580a0100623;27/04/2022 06:22;8,1875
70b3d580a0100654;27/04/2022 06:21;10,3125
70b3d580a0100657;27/04/2022 06:17;7
70b3d580a0100652;27/04/2022 06:15;8,25
70b3d580a01007a5;27/04/2022 06:14;8
70b3d580a0100543;27/04/2022 06:12;10,125
70b3d580a01006cf;27/04/2022 06:11;7,5
70b3d580a0100656;27/04/2022 06:08;9
70b3d580a0100550;27/04/2022 06:05;10,4375
70b3d580a0100550;27/04/2022 06:05;10,4375
70b3d580a0100742;27/04/2022 06:04;7,3125
70b3d580a01005fa;27/04/2022 06:03;10,4375
70b3d580a0100600;27/04/2022 06:01;10,375
70b3d580a0100549;27/04/2022 06:01;10,375
70b3d580a010054c;27/04/2022 06:00;10,5
70b3d580a0100605;27/04/2022 05:59;10,25
70b3d580a0100647;27/04/2022 05:58;8,125
70b3d580a0100648;27/04/2022 05:56;7,25
70b3d580a0100623;27/04/2022 05:52;8,3125
70b3d580a0100654;27/04/2022 05:51;10,5625
70b3d580a0100657;27/04/2022 05:47;7,25
70b3d580a0100652;27/04/2022 05:45;8,375
70b3d580a01007a5;27/04/2022 05:44;8,5625
70b3d580a0100543;27/04/2022 05:42;10,375
70b3d580a01006cf;27/04/2022 05:41;7,75
70b3d580a0100656;27/04/2022 05:38;9,0625
70b3d580a0100550;27/04/2022 05:35;10,6875
70b3d580a0100742;27/04/2022 05:34;8
70b3d580a01005fa;27/04/2022 05:33;10,75
70b3d580a0100600;27/04/2022 05:31;10,625
70b3d580a0100549;27/04/2022 05:31;10,625
70b3d580a010054c;27/04/2022 05:30;10,6875
70b3d580a0100605;27/04/2022 05:29;10,5
70b3d580a0100647;27/04/2022 05:28;8,6875
70b3d580a0100648;27/04/2022 05:26;7
70b3d580a0100623;27/04/2022 05:22;8,875
70b3d580a0100654;27/04/2022 05:21;10,8125
70b3d580a0100657;27/04/2022 05:17;7,5625
70b3d580a0100652;27/04/2022 05:15;8,4375
70b3d580a01007a5;27/04/2022 05:14;9,4375
70b3d580a0100543;27/04/2022 05:12;10,6875
70b3d580a01006cf;27/04/2022 05:11;8,125
70b3d580a0100656;27/04/2022 05:08;9,1875
70b3d580a0100550;27/04/2022 05:05;10,9375
70b3d580a0100742;27/04/2022 05:04;8
70b3d580a01005fa;27/04/2022 05:03;11
70b3d580a0100600;27/04/2022 05:01;10,875
70b3d580a0100549;27/04/2022 05:01;10,9375
70b3d580a010054c;27/04/2022 05:00;11
70b3d580a0100605;27/04/2022 04:59;10,8125
70b3d580a0100647;27/04/2022 04:58;9,125
70b3d580a0100648;27/04/2022 04:56;7,5
70b3d580a0100623;27/04/2022 04:52;9,1875
70b3d580a0100654;27/04/2022 04:51;11,0625
70b3d580a0100657;27/04/2022 04:47;7,875
70b3d580a0100652;27/04/2022 04:45;8,5625
70b3d580a01007a5;27/04/2022 04:44;9,9375
70b3d580a0100543;27/04/2022 04:42;11
70b3d580a01006cf;27/04/2022 04:41;8,875
70b3d580a0100656;27/04/2022 04:38;9,625
70b3d580a0100550;27/04/2022 04:35;11,25
70b3d580a0100742;27/04/2022 04:34;8,375
70b3d580a01005fa;27/04/2022 04:33;11,1875
70b3d580a0100600;27/04/2022 04:31;11,125
70b3d580a0100549;27/04/2022 04:31;11,1875
70b3d580a010054c;27/04/2022 04:30;11,25
70b3d580a0100605;27/04/2022 04:29;11,125
70b3d580a0100605;27/04/2022 04:29;11,125
70b3d580a0100647;27/04/2022 04:28;9,9375
70b3d580a0100648;27/04/2022 04:26;7,75
70b3d580a0100623;27/04/2022 04:22;9,6875
70b3d580a0100654;27/04/2022 04:21;11,3125
70b3d580a0100657;27/04/2022 04:17;8,4375
70b3d580a0100652;27/04/2022 04:15;8,8125
70b3d580a01007a5;27/04/2022 04:14;10,25
70b3d580a0100543;27/04/2022 04:12;11,3125
70b3d580a0100543;27/04/2022 04:12;11,3125
70b3d580a01006cf;27/04/2022 04:11;9,3125
70b3d580a0100656;27/04/2022 04:08;9,8125
70b3d580a0100550;27/04/2022 04:05;11,5
70b3d580a0100742;27/04/2022 04:04;8,5625
70b3d580a01005fa;27/04/2022 04:03;11,4375
70b3d580a0100600;27/04/2022 04:01;11,375
70b3d580a0100549;27/04/2022 04:01;11,4375
70b3d580a010054c;27/04/2022 04:00;11,5
70b3d580a0100605;27/04/2022 03:59;11,375
70b3d580a0100605;27/04/2022 03:59;11,375
70b3d580a0100647;27/04/2022 03:58;10,25
70b3d580a0100648;27/04/2022 03:56;8
70b3d580a0100623;27/04/2022 03:52;9,9375
70b3d580a0100654;27/04/2022 03:51;11,5625
70b3d580a0100657;27/04/2022 03:47;8,9375
70b3d580a0100652;27/04/2022 03:45;9,0625
70b3d580a0100543;27/04/2022 03:42;11,5
70b3d580a0100543;27/04/2022 03:42;11,5
70b3d580a01006cf;27/04/2022 03:41;9,5625
70b3d580a0100656;27/04/2022 03:38;9,9375
70b3d580a0100550;27/04/2022 03:35;11,6875
70b3d580a0100742;27/04/2022 03:34;8,8125
70b3d580a01005fa;27/04/2022 03:33;11,6875
70b3d580a0100600;27/04/2022 03:31;11,625
70b3d580a0100549;27/04/2022 03:31;11,625
70b3d580a010054c;27/04/2022 03:30;11,6875
70b3d580a0100605;27/04/2022 03:29;11,5625
70b3d580a0100605;27/04/2022 03:29;11,5625
70b3d580a0100647;27/04/2022 03:28;10,4375
70b3d580a0100623;27/04/2022 03:22;10,0625
70b3d580a0100654;27/04/2022 03:21;11,6875
70b3d580a0100657;27/04/2022 03:17;9,4375
70b3d580a0100652;27/04/2022 03:15;9,25
70b3d580a01007a5;27/04/2022 03:14;10,75
70b3d580a0100543;27/04/2022 03:12;11,5625
70b3d580a0100543;27/04/2022 03:12;11,5625
70b3d580a01006cf;27/04/2022 03:11;9,5625
70b3d580a0100656;27/04/2022 03:08;10,125
70b3d580a0100550;27/04/2022 03:05;11,6875
70b3d580a0100742;27/04/2022 03:04;9,125
70b3d580a01005fa;27/04/2022 03:03;11,875
70b3d580a0100600;27/04/2022 03:01;11,875
70b3d580a0100549;27/04/2022 03:01;11,625
70b3d580a0100549;27/04/2022 03:01;11,625
70b3d580a010054c;27/04/2022 03:00;11,8125
70b3d580a0100605;27/04/2022 02:59;11,6875
70b3d580a0100605;27/04/2022 02:59;11,6875
70b3d580a0100647;27/04/2022 02:58;10,75
70b3d580a0100648;27/04/2022 02:56;9,625
70b3d580a0100623;27/04/2022 02:52;10,25
70b3d580a0100654;27/04/2022 02:51;11,8125
70b3d580a0100657;27/04/2022 02:47;10,125
70b3d580a0100652;27/04/2022 02:45;9,375
70b3d580a01007a5;27/04/2022 02:44;10,625
70b3d580a0100543;27/04/2022 02:42;11,8125
70b3d580a0100543;27/04/2022 02:42;11,8125
70b3d580a01006cf;27/04/2022 02:41;9,625
70b3d580a0100656;27/04/2022 02:38;10,3125
70b3d580a0100550;27/04/2022 02:35;11,9375
70b3d580a0100742;27/04/2022 02:34;9,1875
70b3d580a01005fa;27/04/2022 02:33;11,9375
70b3d580a0100600;27/04/2022 02:31;12,0625
70b3d580a0100549;27/04/2022 02:31;12
70b3d580a0100549;27/04/2022 02:31;12
70b3d580a010054c;27/04/2022 02:30;12,0625
70b3d580a010054c;27/04/2022 02:30;12,0625
70b3d580a0100605;27/04/2022 02:29;11,875
70b3d580a0100605;27/04/2022 02:29;11,875
70b3d580a0100647;27/04/2022 02:28;11
70b3d580a0100648;27/04/2022 02:26;10
70b3d580a0100623;27/04/2022 02:22;10,3125
70b3d580a0100654;27/04/2022 02:21;12,0625
70b3d580a0100657;27/04/2022 02:17;10,75
70b3d580a0100652;27/04/2022 02:15;9,5
70b3d580a01007a5;27/04/2022 02:14;10,625
70b3d580a0100543;27/04/2022 02:12;11,875
70b3d580a0100543;27/04/2022 02:12;11,875
70b3d580a01006cf;27/04/2022 02:11;9,875
70b3d580a0100656;27/04/2022 02:08;10,6875
70b3d580a0100550;27/04/2022 02:05;12,1875
70b3d580a0100742;27/04/2022 02:04;9,3125
70b3d580a01005fa;27/04/2022 02:03;12,125
70b3d580a0100600;27/04/2022 02:01;12,3125
70b3d580a0100549;27/04/2022 02:01;12,25
70b3d580a0100549;27/04/2022 02:01;12,25
70b3d580a010054c;27/04/2022 02:00;12,5
