channel_id;channel_provider_id;mobility_type;started_at;last_updated_at;time_step
353491058;353491058;E-SCOOTER;2024-11-06 18:15:00+01:00;2025-12-17 23:15:00+01:00;900
353493395;353493395;E-SCOOTER;2024-11-14 12:00:00+01:00;2025-12-17 23:15:00+01:00;900
353493396;353493396;E-SCOOTER;2024-11-14 12:00:00+01:00;2025-12-17 23:15:00+01:00;900
101041017;101041017;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102046132;102046132;PEDESTRIAN;2016-01-01 10:00:00+01:00;2025-12-18 00:00:00+01:00;900
353486488;353486488;BIKE;2013-01-01 00:00:00+01:00;;3600
101052943;101052943;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102052943;102052943;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
353486492;353486492;E-SCOOTER;2013-01-01 00:00:00+01:00;;3600
353486496;353486496;E-SCOOTER;2013-01-01 00:00:00+01:00;;3600
353399185;353399185;BIKE;2011-04-15 00:00:00+02:00;2025-02-07 01:00:00+01:00;900
353261920;353261920;BIKE;2011-04-14 00:00:00+02:00;2022-08-12 17:00:00+02:00;3600
353261924;353261924;BIKE;2011-04-14 00:00:00+02:00;2022-08-12 17:00:00+02:00;3600
353315320;353315320;BIKE;2022-06-06 17:00:00+02:00;2023-01-11 00:00:00+01:00;3600
353315322;353315322;BIKE;2022-06-06 17:00:00+02:00;2023-01-11 00:00:00+01:00;3600
353327390;353327390;BIKE;2022-08-10 14:00:00+02:00;2022-08-12 17:00:00+02:00;3600
353327392;353327392;BIKE;2022-08-10 14:00:00+02:00;2022-08-12 17:00:00+02:00;3600
101030891;101030891;PEDESTRIAN;2018-11-22 00:00:00+01:00;;3600
101054728;101054728;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102054728;102054728;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
353267319;353267319;UNDEFINED;2021-05-21 14:00:00+02:00;;3600
101054729;101054729;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102054729;102054729;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101054730;101054730;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102054730;102054730;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101056211;101056211;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102056211;102056211;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101057984;101057984;BIKE;2008-12-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102057984;102057984;BIKE;2008-12-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
353424761;353424761;E-SCOOTER;2024-01-31 16:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353424767;353424767;E-SCOOTER;2024-01-31 16:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101058579;101058579;BIKE;2013-01-01 00:00:00+01:00;2023-10-23 00:00:00+02:00;3600
102058579;102058579;BIKE;2013-01-01 00:00:00+01:00;2023-10-23 00:00:00+02:00;3600
103042249;103042249;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353651525;353651525;PEDESTRIAN;2025-06-18 13:00:00+02:00;2025-12-18 00:00:00+01:00;3600
353651531;353651531;PEDESTRIAN;2025-06-18 13:00:00+02:00;2025-12-18 00:00:00+01:00;3600
353486472;353486472;E-SCOOTER;2025-01-22 08:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353486478;353486478;E-SCOOTER;2025-01-22 08:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101046133;101046133;PEDESTRIAN;2018-11-16 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
102046133;102046133;PEDESTRIAN;2018-11-16 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
101046134;101046134;PEDESTRIAN;2018-11-12 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
102046134;102046134;PEDESTRIAN;2018-11-12 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
102046135;102046135;PEDESTRIAN;2019-02-20 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
101046136;101046136;PEDESTRIAN;2018-11-12 00:00:00+01:00;2025-12-17 05:00:00+01:00;900
101030259;101030259;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101058580;101058580;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
353267322;353267322;UNDEFINED;2021-05-21 14:00:00+02:00;;3600
102058580;102058580;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101058822;101058822;BIKE;2011-12-19 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102058822;102058822;BIKE;2011-12-19 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101059636;101059636;BIKE;2013-01-01 00:00:00+01:00;2023-10-23 23:15:00+02:00;900
102059636;102059636;BIKE;2013-01-01 00:00:00+01:00;2023-10-23 23:15:00+02:00;900
353486500;353486500;BIKE;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
353486502;353486502;BIKE;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
353486504;353486504;E-SCOOTER;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
353486506;353486506;E-SCOOTER;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
353486508;353486508;BIKE;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
353486510;353486510;BIKE;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
353486512;353486512;E-SCOOTER;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
102030891;102030891;PEDESTRIAN;2018-11-22 00:00:00+01:00;;3600
353549796;353549796;CAR;2025-06-10 13:00:00+02:00;2025-07-06 00:00:00+02:00;3600
353549797;353549797;TRUCK;2025-06-10 13:00:00+02:00;2025-07-06 00:00:00+02:00;3600
101042249;101042249;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102031127;102031127;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
353267324;353267324;UNDEFINED;2021-05-21 14:00:00+02:00;;3600
101042252;101042252;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353549798;353549798;CAR;2025-06-10 13:00:00+02:00;2025-07-06 00:00:00+02:00;3600
101063321;101063321;BIKE;2011-04-14 00:00:00+02:00;2023-10-24 00:00:00+02:00;3600
102063321;102063321;BIKE;2011-04-14 00:00:00+02:00;2023-10-24 00:00:00+02:00;3600
101063558;101063558;BIKE;2013-01-01 00:00:00+01:00;2023-10-23 23:15:00+02:00;900
102063558;102063558;BIKE;2013-01-01 00:00:00+01:00;2023-10-23 23:15:00+02:00;900
101064282;101064282;BIKE;2007-01-18 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102064282;102064282;BIKE;2007-01-18 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102045777;102045777;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
107060039;107060039;UNDEFINED;2013-01-01 00:00:00+01:00;;3600
108060039;108060039;UNDEFINED;2013-11-21 00:00:00+01:00;;3600
101046130;101046130;PEDESTRIAN;2019-02-20 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
101062853;101062853;CAR;2020-04-23 00:00:00+02:00;;3600
104062853;104062853;CAR;2020-04-23 00:00:00+02:00;;3600
102046130;102046130;PEDESTRIAN;2019-02-20 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
102046136;102046136;PEDESTRIAN;2018-11-12 00:00:00+01:00;2025-12-17 05:00:00+01:00;900
101046137;101046137;PEDESTRIAN;2019-02-20 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
102046137;102046137;PEDESTRIAN;2019-02-20 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
353482758;353482758;E-SCOOTER;2013-01-01 00:00:00+01:00;2025-12-17 23:30:00+01:00;1800
101048989;101048989;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
103064524;103064524;UNDEFINED;2014-06-20 00:00:00+02:00;;900
106062853;106062853;CAR;2020-04-23 00:00:00+02:00;;3600
107062853;107062853;BIKE;2013-01-01 00:00:00+01:00;;3600
108062853;108062853;CAR;2020-04-23 00:00:00+02:00;;3600
353486514;353486514;E-SCOOTER;2024-10-08 02:00:00+02:00;2025-01-22 00:00:00+01:00;3600
353267328;353267328;UNDEFINED;2021-05-21 14:00:00+02:00;;3600
353267736;353267736;UNDEFINED;2021-05-25 15:00:00+02:00;;3600
353267738;353267738;UNDEFINED;2021-05-25 15:00:00+02:00;;3600
102029817;102029817;CAR;2016-01-01 00:00:00+01:00;;900
353399193;353399193;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353303363;353303363;E-SCOOTER;2022-03-11 00:00:00+01:00;;3600
102043598;102043598;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353303358;353303358;E-SCOOTER;2022-03-11 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353303361;353303361;E-SCOOTER;2022-03-11 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353303362;353303362;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353271852;353271852;BIKE;2011-04-14 00:00:00+02:00;;3600
353271854;353271854;E-SCOOTER;2011-04-14 00:00:00+02:00;;3600
101043680;101043680;BIKE;2013-01-01 00:00:00+01:00;2025-12-17 23:30:00+01:00;1800
102043680;102043680;BIKE;2013-01-01 00:00:00+01:00;2025-12-17 23:30:00+01:00;1800
103043680;103043680;BIKE;2013-01-01 00:00:00+01:00;2024-02-16 10:15:00+01:00;1800
104043680;104043680;BIKE;2013-01-01 00:00:00+01:00;2024-02-16 10:15:00+01:00;1800
353280420;353280420;BIKE;2013-01-01 00:00:00+01:00;2024-02-16 10:15:00+01:00;1800
353280423;353280423;BIKE;2013-01-01 00:00:00+01:00;2024-02-16 10:15:00+01:00;1800
353388482;353388482;TRUCK;2023-08-07 15:15:00+02:00;2024-01-31 00:00:00+01:00;900
353280425;353280425;BIKE;2013-01-01 00:00:00+01:00;2024-02-16 10:15:00+01:00;1800
353280427;353280427;BIKE;2013-01-01 00:00:00+01:00;2024-02-16 10:15:00+01:00;1800
353431727;353431727;BIKE;2024-01-01 00:00:00+01:00;2025-12-17 23:30:00+01:00;1800
353431728;353431728;BIKE;2024-01-01 00:00:00+01:00;2025-12-17 23:30:00+01:00;1800
102048989;102048989;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
103048989;103048989;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
104048989;104048989;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
353301692;353301692;BIKE;2013-01-01 00:00:00+01:00;;3600
353301693;353301693;E-SCOOTER;2022-02-24 14:00:00+01:00;;3600
353303046;353303046;BIKE;2013-01-01 00:00:00+01:00;;3600
353303050;353303050;BIKE;2013-01-01 00:00:00+01:00;;3600
353303054;353303054;E-SCOOTER;2013-11-19 00:00:00+01:00;;3600
353303058;353303058;E-SCOOTER;2013-11-19 00:00:00+01:00;;3600
353399194;353399194;E-SCOOTER;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353388500;353388500;BUS;2023-08-07 15:15:00+02:00;2024-01-31 00:00:00+01:00;900
353399190;353399190;BIKE;2013-01-01 00:00:00+01:00;2025-12-17 23:15:00+01:00;900
353399191;353399191;BIKE;2013-01-01 00:00:00+01:00;2025-12-17 23:15:00+01:00;900
353399205;353399205;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353290757;353290757;BIKE;2013-01-01 00:00:00+01:00;2022-08-04 00:00:00+02:00;3600
353399206;353399206;E-SCOOTER;2013-11-19 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353399208;353399208;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353399209;353399209;E-SCOOTER;2013-11-19 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102041017;102041017;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101041018;101041018;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102041018;102041018;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102042249;102042249;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
104042249;104042249;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101042251;101042251;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102042251;102042251;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353267471;353267471;UNDEFINED;2013-11-19 00:00:00+01:00;;3600
353267472;353267472;UNDEFINED;2013-11-19 00:00:00+01:00;;3600
353270024;353270024;UNDEFINED;2013-11-19 00:00:00+01:00;;3600
102042252;102042252;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101043598;101043598;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353303359;353303359;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
105048989;105048989;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
353303360;353303360;E-SCOOTER;2022-03-11 00:00:00+01:00;;3600
353270025;353270025;UNDEFINED;2013-11-19 00:00:00+01:00;;3600
353270026;353270026;UNDEFINED;2013-11-19 00:00:00+01:00;;3600
353270027;353270027;UNDEFINED;2013-11-19 00:00:00+01:00;;3600
353291333;353291333;BIKE;2013-01-01 00:00:00+01:00;;3600
353291335;353291335;E-SCOOTER;2013-03-01 00:00:00+01:00;;3600
101031122;101031122;BIKE;2013-01-01 00:00:00+01:00;2022-08-19 00:00:00+02:00;3600
101031128;101031128;BIKE;2013-01-01 00:00:00+01:00;2024-09-23 00:00:00+02:00;900
102031128;102031128;BIKE;2013-01-01 00:00:00+01:00;2024-09-23 00:00:00+02:00;900
353243334;353243334;BIKE;2013-01-01 00:00:00+01:00;2024-09-23 00:00:00+02:00;900
103029817;103029817;BUS;2016-01-01 00:00:00+01:00;;900
353399196;353399196;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353264941;353264941;UNDEFINED;2011-04-14 12:00:00+02:00;;3600
353264942;353264942;UNDEFINED;2011-04-14 12:00:00+02:00;;3600
353399197;353399197;E-SCOOTER;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353399199;353399199;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353264945;353264945;UNDEFINED;2011-04-14 12:00:00+02:00;;3600
353359645;353359645;E-SCOOTER;2023-03-01 00:00:00+01:00;2023-05-15 18:00:00+02:00;3600
353264946;353264946;UNDEFINED;2011-04-14 12:00:00+02:00;;3600
353264947;353264947;UNDEFINED;2011-04-14 12:00:00+02:00;;3600
353264948;353264948;UNDEFINED;2011-04-14 12:00:00+02:00;;3600
353399200;353399200;E-SCOOTER;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353399202;353399202;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353397600;353397600;PEDESTRIAN;2023-08-03 00:00:00+02:00;;3600
104031124;104031124;BIKE;2013-01-01 00:00:00+01:00;2024-09-23 00:00:00+02:00;900
101031125;101031125;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353399187;353399187;BIKE;2013-01-01 00:00:00+01:00;2025-12-17 23:15:00+01:00;900
101031126;101031126;BIKE;2013-01-01 00:00:00+01:00;2023-09-25 00:00:00+02:00;3600
102031126;102031126;BIKE;2013-01-01 00:00:00+01:00;2023-09-25 00:00:00+02:00;3600
353472487;353472487;E-SCOOTER;2024-04-20 13:00:00+02:00;2025-12-17 23:30:00+01:00;1800
353472502;353472502;BIKE;2024-04-20 13:00:00+02:00;2025-12-17 23:30:00+01:00;1800
353549799;353549799;TRUCK;2025-06-10 13:00:00+02:00;2025-07-06 00:00:00+02:00;3600
102046126;102046126;PEDESTRIAN;2019-02-20 00:00:00+01:00;2025-12-18 00:00:00+01:00;900
105062853;105062853;BIKE;2008-07-10 00:00:00+02:00;2025-12-18 00:00:00+01:00;3600
353245798;353245798;BIKE;2013-01-01 00:00:00+01:00;2025-12-04 02:00:00+01:00;3600
102030265;102030265;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101030267;101030267;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102030267;102030267;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102030269;102030269;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
353399227;353399227;BIKE;2014-06-25 15:00:00+02:00;2023-09-29 00:00:00+02:00;3600
353399228;353399228;BIKE;2023-01-01 08:00:00+01:00;2023-09-29 00:00:00+02:00;3600
353399229;353399229;BIKE;2023-01-01 08:00:00+01:00;2023-09-29 00:00:00+02:00;3600
353399230;353399230;BIKE;2023-01-01 08:00:00+01:00;2023-09-29 00:00:00+02:00;3600
101030322;101030322;BIKE;2013-01-01 00:00:00+01:00;2023-09-15 11:00:00+02:00;3600
102030322;102030322;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101030404;101030404;CAR;2016-04-01 00:00:00+02:00;;900
102030404;102030404;CAR;2016-04-01 00:00:00+02:00;;900
353302073;353302073;PEDESTRIAN;2021-08-31 00:00:00+02:00;2023-09-19 00:00:00+02:00;3600
353302057;353302057;CAR;2021-08-31 00:00:00+02:00;;780
353302075;353302075;CAR;2021-08-31 00:00:00+02:00;2023-09-19 00:00:00+02:00;3600
353302086;353302086;BIKE;2021-08-31 00:00:00+02:00;2023-09-19 00:00:00+02:00;3600
353399203;353399203;E-SCOOTER;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101030268;101030268;BIKE;2007-01-18 00:00:00+01:00;;3600
353302092;353302092;BIKE;2021-08-31 00:00:00+02:00;2023-09-19 00:00:00+02:00;3600
102030635;102030635;PEDESTRIAN;2016-02-26 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
104030635;104030635;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101030636;101030636;PEDESTRIAN;2016-01-01 00:00:00+01:00;2025-12-17 05:00:00+01:00;3600
102030636;102030636;PEDESTRIAN;2016-01-01 00:00:00+01:00;2025-12-17 05:00:00+01:00;3600
101030892;101030892;PEDESTRIAN;2018-12-03 00:00:00+01:00;;3600
102030892;102030892;PEDESTRIAN;2018-12-03 00:00:00+01:00;;3600
101031121;101031121;BIKE;2019-01-01 00:00:00+01:00;2025-10-09 05:00:00+02:00;3600
102031121;102031121;BIKE;2019-01-01 00:00:00+01:00;2025-10-09 05:00:00+02:00;3600
353397599;353397599;PEDESTRIAN;2023-08-03 00:00:00+02:00;;3600
102046131;102046131;PEDESTRIAN;2018-11-27 00:00:00+01:00;2025-12-06 05:00:00+01:00;900
101046132;101046132;PEDESTRIAN;2016-01-01 10:00:00+01:00;2025-12-18 00:00:00+01:00;900
101031124;101031124;BIKE;2013-01-01 00:00:00+01:00;2024-09-23 00:00:00+02:00;900
101048233;101048233;BIKE;2008-07-11 00:00:00+02:00;;3600
101030252;101030252;BIKE;2013-01-01 00:00:00+01:00;2023-10-23 23:15:00+02:00;900
101030255;101030255;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102030255;102030255;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101030256;101030256;BIKE;2011-04-14 12:00:00+02:00;2023-10-24 00:00:00+02:00;3600
102030256;102030256;BIKE;2011-04-14 12:00:00+02:00;2023-10-24 00:00:00+02:00;3600
101030257;101030257;BIKE;2008-07-10 00:00:00+02:00;2023-10-24 00:00:00+02:00;3600
102030257;102030257;BIKE;2008-07-10 00:00:00+02:00;2023-10-24 00:00:00+02:00;3600
101030258;101030258;BIKE;2011-04-14 00:00:00+02:00;2023-10-24 00:00:00+02:00;3600
102030258;102030258;BIKE;2011-04-14 00:00:00+02:00;2023-09-18 14:00:00+02:00;3600
102030259;102030259;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
353302088;353302088;BUS;2021-08-31 00:00:00+02:00;2023-04-07 19:13:00+02:00;780
353302089;353302089;TWO WHEELS MOTORIZED;2021-08-31 00:00:00+02:00;2023-04-07 19:13:00+02:00;780
101030260;101030260;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
102030260;102030260;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101030265;101030265;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101030269;101030269;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
104030404;104030404;BUS;2016-04-01 00:00:00+02:00;;900
101030405;101030405;CAR;2016-05-01 00:00:00+02:00;;3600
353243423;353243423;BIKE;2013-01-01 00:00:00+01:00;2025-01-26 00:00:00+01:00;3600
102030268;102030268;BIKE;2007-01-18 00:00:00+01:00;;3600
353302093;353302093;CAR;2021-08-31 00:00:00+02:00;;780
353302094;353302094;BUS;2021-08-31 00:00:00+02:00;2023-04-07 19:13:00+02:00;780
101030406;101030406;CAR;2016-05-01 00:00:00+02:00;;3600
353472522;353472522;E-SCOOTER;2024-04-20 13:00:00+02:00;2025-12-17 23:30:00+01:00;1800
101030146;101030146;BIKE;2013-01-01 00:00:00+01:00;2022-06-22 09:00:00+02:00;3600
101046131;101046131;PEDESTRIAN;2018-11-27 00:00:00+01:00;2025-12-06 05:00:00+01:00;900
102048233;102048233;BIKE;2008-07-11 00:00:00+02:00;;3600
104048233;104048233;BIKE;2008-07-11 00:00:00+02:00;;3600
353651579;353651579;BIKE;2013-12-08 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353508565;353508565;E-SCOOTER;2025-01-14 11:00:00+01:00;2025-01-23 09:45:00+01:00;3600
353500837;353500837;BIKE;2025-03-21 14:00:00+01:00;;3600
101030262;101030262;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
102030262;102030262;BIKE;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
101030263;101030263;UNDEFINED;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
102030263;102030263;UNDEFINED;2013-01-01 00:00:00+01:00;2023-09-26 00:00:00+02:00;3600
102030274;102030274;BIKE;2014-06-25 15:00:00+02:00;2023-09-26 00:00:00+02:00;3600
353564018;353564018;BIKE;2025-03-21 14:00:00+01:00;;3600
353662441;353662441;BIKE;2025-12-08 17:00:00+01:00;2025-12-18 00:00:00+01:00;900
353651621;353651621;BIKE;2025-10-21 00:00:00+02:00;2025-12-02 00:00:00+01:00;3600
353651622;353651622;BIKE;2025-10-21 00:00:00+02:00;2025-12-02 00:00:00+01:00;3600
353333537;353333537;PEDESTRIAN;2022-09-14 10:00:00+02:00;2023-02-09 07:00:00+01:00;3600
353333538;353333538;PEDESTRIAN;2022-09-14 10:00:00+02:00;2023-02-09 07:00:00+01:00;3600
101030102;101030102;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
353384200;353384200;UNDEFINED;2023-07-17 00:00:00+02:00;;0
102030102;102030102;BIKE;2013-01-01 00:00:00+01:00;2023-10-24 00:00:00+02:00;3600
101027497;101027497;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102027497;102027497;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353300364;353300364;E-SCOOTER;2022-02-13 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353300365;353300365;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353300366;353300366;E-SCOOTER;2022-02-13 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353300369;353300369;E-SCOOTER;2022-02-13 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
101029812;101029812;CAR;2016-01-01 00:00:00+01:00;;900
102029812;102029812;CAR;2016-01-01 00:00:00+01:00;;900
103029812;103029812;BUS;2016-01-01 00:00:00+01:00;;900
101029818;101029818;CAR;2016-01-01 00:00:00+01:00;;900
102029818;102029818;CAR;2016-01-01 00:00:00+01:00;;900
103029818;103029818;BUS;2016-01-01 00:00:00+01:00;;900
102029820;102029820;CAR;2016-01-01 00:00:00+01:00;;3600
103029820;103029820;BUS;2016-01-01 00:00:00+01:00;;3600
101029821;101029821;CAR;2016-01-01 00:00:00+01:00;;900
101029837;101029837;CAR;2016-01-01 00:00:00+01:00;;900
103029837;103029837;BUS;2016-01-01 00:00:00+01:00;;900
104029837;104029837;BUS;2016-01-01 00:00:00+01:00;;900
101029959;101029959;BIKE;2013-11-21 00:00:00+01:00;;3600
102029959;102029959;BIKE;2013-11-21 00:00:00+01:00;;3600
103048233;103048233;BIKE;2008-07-11 00:00:00+02:00;;3600
353662442;353662442;BIKE;2025-12-08 17:00:00+01:00;2025-12-18 00:00:00+01:00;900
353651623;353651623;BIKE;2025-10-21 00:00:00+02:00;2025-12-02 00:00:00+01:00;3600
101013842;101013842;BIKE;2013-01-01 00:00:00+01:00;2025-11-15 00:15:00+01:00;900
102013842;102013842;BIKE;2013-01-01 00:00:00+01:00;2025-11-15 00:15:00+01:00;900
353244534;353244534;BIKE;2013-01-01 00:00:00+01:00;2025-11-15 00:15:00+01:00;900
353244547;353244547;BIKE;2013-01-01 00:00:00+01:00;2025-11-15 00:15:00+01:00;900
101017787;101017787;BIKE;2013-01-01 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
353254436;353254436;E-SCOOTER;2021-02-08 11:00:00+01:00;2025-07-05 02:00:00+02:00;3600
353256147;353256147;BIKE;2013-01-01 00:00:00+01:00;2025-07-05 02:00:00+02:00;3600
69091.00012.02.00;69091.00012.02.00;PEDESTRIAN;2023-06-19 15:00:00+02:00;2025-12-18 07:00:00+01:00;3600
69149.00072.12.00;69149.00072.12.00;PEDESTRIAN;2023-06-19 15:00:00+02:00;2023-08-03 10:00:00+02:00;300
69091.00012.02.01;69091.00012.02.01;PEDESTRIAN;2023-06-19 15:00:00+02:00;2025-12-18 07:00:00+01:00;3600
353256155;353256155;E-SCOOTER;2021-02-26 12:00:00+01:00;2025-07-05 02:00:00+02:00;3600
69149.00072.11.00;69149.00072.11.00;PEDESTRIAN;2023-06-19 15:00:00+02:00;2025-12-18 07:15:00+01:00;3600
69381.01593.03.00;69381.01593.03.00;PEDESTRIAN;2023-02-22 12:00:00+01:00;2025-11-27 11:00:00+01:00;3600
69381.01593.03.01;69381.01593.03.01;PEDESTRIAN;2023-02-22 12:00:00+01:00;2025-11-27 11:00:00+01:00;3600
101026955;101026955;PEDESTRIAN;2016-02-26 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
102026955;102026955;PEDESTRIAN;2016-02-26 00:00:00+01:00;2025-12-18 00:00:00+01:00;3600
